DOB,Sex,AnimalID,BehMom,Sire,Dam
3/16/77,f,DD04754,DD02247,NA,NA
3/18/77,m,DD04755,DD01295,NA,NA
5/20/77,m,DD04756,DD01351,NA,NA
3/20/77,f,DD04757,DD03013,NA,NA
3/30/77,f,DD04758,DD02334,NA,NA
5/31/77,m,DD04759,DD03070,NA,NA
5/16/77,f,DD04760,DD02454,NA,DD02454
12/10/92,m,DD04761,DD06666,DD04026,DD06666
1/21/94,m,DD04762,DD10938,NA,NA
4/5/94,f,DD04763,DD11972,NA,DD11972
2/10/95,m,DD04764,DD11300,DD11050,DD11300
1/19/96,f,DD04765,DD12022,DD11735,DD12022
1/6/96,m,DD04766,DD11018,DD11081,DD11018
1/10/97,f,DD04767,DD11865,DD09790,DD11865
1/11/98,m,DD04768,DD11076,DD11594,DD11076
12/1/97,m,DD04769,DD12128,DD02866,DD12128
2/4/99,m,DD04770,DD01118,DD12256,DD01118
2/8/99,m,DD04771,DD04121,DD12251,DD04121
1/25/00,m,DD04772,DD05193,DD11503,DD05193
12/20/99,m,DD04773,DD12163,NA,DD12163
11/16/00,m,DD04774,DD10960,DD11353,DD10960
2001-02-02,m,DD04775,DD12265,DD01943,DD12265
1/27/02,m,DD04776,DD00733,DD11792,DD00733
1/16/03,f,DD04777,DD02846,DD04581,DD02846
2011-07-03,m,DD04778,DD01737,DD01943,DD01737
2011-04-03,m,DD04779,DD00105,DD00104,DD00105
10/19/04,f,DD04780,DD03083,DD01677,DD03083
3/13/77,f,DD04781,DD01669,NA,NA
3/26/77,m,DD04782,DD01348,NA,NA
4/25/77,m,DD04783,DD10998,NA,NA
5/23/77,m,DD04784,DD02455,NA,NA
2/18/78,f,DD04785,DD03042,NA,NA
3/12/78,m,DD04786,DD03043,NA,DD03043
5/8/78,m,DD04787,DD06848,NA,NA
2/2/78,f,DD04788,DD02857,NA,NA
3/13/78,m,DD04789,DD11308,NA,NA
3/26/78,m,DD04790,DD02460,NA,NA
3/21/93,m,DD04791,DD11085,DD10941,DD11085
1/7/94,f,DD04792,DD10897,NA,NA
3/20/94,m,DD04793,DD11790,DD11294,DD11790
1/10/95,f,DD04794,DD11937,DD11503,DD11937
1/17/96,m,DD04795,DD06190,DD11503,DD06190
12/27/95,f,DD04796,DD00068,DD07094,DD00068
1/19/97,f,DD04797,DD06946,DD09790,DD06946
12/26/97,f,DD04798,DD11449,DD06512,DD11449
1/2/98,f,DD04799,DD10992,DD03566,DD10992
12/29/98,f,DD04800,DD00733,DD09253,DD00733
11/14/98,f,DD04801,DD10952,DD07092,DD10952
2/17/00,m,DD04802,DD11691,DD11823,DD11691
12/20/99,f,DD04803,DD11460,DD12185,DD11460
11/18/00,m,DD04804,DD10865,DD11081,DD10865
10/28/01,m,DD04805,DD11972,DD09253,DD11972
12/23/01,f,DD04806,DD04239,DD01359,DD04239
2001-12-03,m,DD04807,DD01327,NA,DD01327
11/22/03,m,DD04808,DD01088,DD04735,DD01088
2010-11-03,f,DD04809,DD04035,DD01883,DD04035
10/18/04,m,DD04810,DD00141,DD01095,DD00141
4/4/78,m,DD04811,DD02949,NA,NA
4/6/78,m,DD04812,DD10998,DD02485,NA
2/26/78,f,DD04813,DD01324,NA,NA
2/14/78,f,DD04814,DD03011,NA,NA
3/4/78,m,DD04815,DD02401,NA,NA
2/15/78,f,DD04816,DD05801,NA,NA
2/11/78,m,DD04817,DD01721,NA,NA
2/22/78,m,DD04818,DD04979,NA,NA
2/2/78,m,DD04819,DD04364,NA,NA
2/23/78,m,DD04820,DD12057,NA,NA
3/6/93,m,DD04821,DD11500,DD06608,DD11500
1/2/94,m,DD04822,DD11381,NA,NA
2/17/94,m,DD04823,DD11973,NA,DD11973
3/15/95,f,DD04824,DD09571,NA,DD09571
1/22/96,m,DD04825,DD11996,DD11503,DD11996
12/14/95,f,DD04826,DD09274,NA,NA
1/2/97,f,DD04827,DD11757,DD09790,DD11757
11/12/97,m,DD04828,DD12041,NA,NA
12/24/97,f,DD04829,DD01178,DD11034,DD01178
11/24/98,f,DD04830,DD04640,DD11792,DD04640
1/9/99,f,DD04831,DD11478,DD06556,DD11478
11/3/99,f,DD04832,DD12329,DD12185,DD12329
2/25/00,f,DD04833,DD07067,DD11503,DD07067
2001-06-01,f,DD04834,DD00693,DD12300,DD11518
2012-07-01,f,DD04835,DD03539,DD05194,DD03539
12/25/01,f,DD04836,DD01123,DD12145,DD01123
11/20/02,m,DD04837,DD11852,DD12251,DD11852
2012-04-03,m,DD04838,DD04614,DD04707,DD04614
2012-07-03,m,DD04839,DD00068,DD01245,DD00068
11/23/04,m,DD04840,DD02315,DD04735,DD02315
1/2/78,m,DD04841,DD02514,NA,NA
2/14/78,m,DD04842,DD02826,NA,NA
3/24/78,m,DD04843,DD03071,NA,NA
1/30/78,f,DD04844,DD02369,NA,NA
2/10/78,m,DD04845,DD03075,NA,NA
3/27/78,m,DD04846,DD06464,NA,NA
2/26/78,f,DD04847,DD01170,NA,NA
3/4/78,f,DD04848,DD02827,DD02339,NA
4/18/78,f,DD04849,DD02521,NA,NA
2/7/78,f,DD04850,DD11537,NA,NA
11/25/92,f,DD04851,DD11152,DD09253,DD11152
1/10/94,f,DD04852,DD11764,NA,NA
11/30/93,f,DD04853,DD11497,NA,DD11497
2/21/95,m,DD04854,DD10992,NA,DD10992
12/22/95,m,DD04855,DD12156,DD06897,DD12156
2/5/96,f,DD04856,DD12358,DD12168,DD12358
12/29/96,m,DD04857,DD10924,DD09790,DD10924
1/23/98,f,DD04858,DD05253,DD06879,DD05253
5/25/98,m,DD04859,DD10949,DD06608,DD10949
12/13/98,m,DD04860,DD12172,DD11598,DD12172
1/19/99,f,DD04861,DD02957,DD11982,DD02957
1/5/00,f,DD04862,DD11304,DD00248,DD11304
11/4/99,m,DD04863,DD00188,DD11982,DD00188
12/4/00,m,DD04864,DD11518,DD11437,DD00693
2001-01-02,f,DD04865,DD07078,DD11192,DD07078
11/24/01,f,DD04866,DD12018,DD12300,DD12018
12/16/02,m,DD04867,DD12118,DD11437,DD12118
10/24/03,m,DD04868,DD12151,DD11598,DD12151
2011-03-03,f,DD04869,DD04131,DD01364,DD04131
2012-09-04,f,DD04870,DD04801,DD03573,DD04801
4/6/68,m,DD04871,DD11646,NA,NA
11/22/04,f,DD04872,DD01895,DD11122,DD01895
10/18/04,m,DD04873,DD00609,DD01364,DD00609
10/15/04,f,DD04874,DD04618,DD04705,DD04618
2010-10-04,f,DD04875,DD04035,DD01364,DD04035
2/28/05,m,DD04876,DD11852,DD01362,DD11852
2010-09-04,f,DD04877,DD02506,DD04682,DD02506
9/28/04,m,DD04878,DD04189,DD01328,DD04189
2011-08-04,m,DD04879,DD02444,DD01709,DD02444
10/16/04,f,DD04880,DD00218,DD12141,DD00218
2010-06-04,m,DD04881,DD00651,DD05344,DD00651
3/2/68,f,DD04882,DD12209,NA,NA
10/24/05,f,DD04883,DD02495,DD00260,DD02495
11/24/05,m,DD04884,DD02315,DD03548,DD02315
10/23/05,m,DD04885,DD03449,DD05444,DD03449
10/26/05,m,DD04886,DD01942,DD03548,DD01942
11/22/05,f,DD04887,DD04763,DD00136,DD04763
10/31/05,m,DD04888,DD01737,DD03450,DD01737
1/15/06,f,DD04889,DD12096,DD00221,DD12096
2010-10-05,f,DD04890,DD00141,DD00288,DD00141
11/17/05,m,DD04891,DD00733,DD12261,DD00733
10/24/05,f,DD04892,DD10952,DD11023,DD10952
2/10/68,m,DD04893,DD06998,NA,NA
2010-12-06,m,DD04894,DD01884,DD05290,DD05266
10/26/06,m,DD04895,DD12306,DD04001,DD12306
11/30/06,m,DD04896,DD03459,DD01245,DD03459
11/17/06,m,DD04897,DD05266,DD01309,DD01884
9/20/06,f,DD04898,DD01339,DD00703,DD01339
10/16/06,f,DD04899,DD02349,DD00110,DD02349
1/15/07,f,DD04900,DD02315,DD03548,DD02315
2012-07-06,f,DD04901,DD11981,DD05290,DD11981
11/15/06,m,DD04902,DD02957,DD05290,DD02957
10/29/06,m,DD04903,DD03111,DD05444,DD03111
12/26/06,f,DD04904,DD01358,DD03573,DD01358
2012-06-06,m,DD04905,DD03433,DD11213,DD03433
1/25/07,m,DD04906,DD05442,DD03450,DD05442
2011-10-06,m,DD04907,DD00658,DD02377,DD00658
10/18/06,f,DD04908,DD01680,DD02377,DD01680
2010-11-06,f,DD04909,DD12184,DD00221,DD12184
10/19/06,m,DD04910,DD03667,DD02938,DD03667
2010-08-06,m,DD04911,DD04239,DD02938,DD04239
2010-10-06,m,DD04912,DD03434,DD01095,DD03434
9/30/06,f,DD04913,DD05382,DD01095,DD05441
2/15/68,f,DD04914,DD11526,NA,NA
9/15/07,f,DD04915,DD01118,DD02446,DD01118
2010-03-07,f,DD04916,DD02986,DD02446,DD02986
2010-09-07,f,DD04917,DD04091,DD02446,DD04091
10/14/07,f,DD04918,DD04801,DD00221,DD04801
10/29/07,m,DD04919,DD02353,DD02875,DD02353
10/18/07,f,DD04920,DD00017,DD01248,DD00017
9/29/07,m,DD04921,DD01684,DD01867,DD01684
10/29/07,m,DD04922,DD01091,DD01248,DD01091
10/29/07,f,DD04923,DD02352,DD01248,DD02352
10/24/07,m,DD04924,DD02844,DD02358,DD02844
2010-12-07,f,DD04925,DD00690,DD03049,DD00690
12/19/07,f,DD04926,DD11300,DD03548,DD11300
11/13/07,f,DD04927,DD02315,DD00073,DD02315
2011-09-07,f,DD04928,DD11973,DD00221,DD11973
2010-08-07,f,DD04929,DD03667,DD02875,DD03667
2011-10-07,m,DD04930,DD01336,DD04732,DD01336
9/24/07,f,DD04931,DD01102,DD04217,DD01102
11/15/07,m,DD04932,DD10953,DD03548,DD10953
11/19/07,f,DD04933,DD01163,DD00659,DD01163
2010-10-07,f,DD04934,DD10992,DD00221,DD00682
1/20/68,m,DD04935,DD11928,NA,NA
2011-06-08,m,DD04936,DD00068,DD01245,DD00068
9/29/08,m,DD04937,DD02883,DD00048,DD02883
2012-12-08,m,DD04938,DD00297,DD02380,DD00297
11/14/08,m,DD04939,DD04618,DD00641,DD04618
10/26/08,f,DD04940,DD00229,DD03049,DD00229
2011-01-08,m,DD04941,DD04212,DD01364,DD04212
10/13/08,m,DD04942,DD00300,DD00617,DD00300
2010-05-08,m,DD04943,DD02314,DD03090,DD02314
11/16/08,f,DD04944,DD12115,DD01130,DD12115
9/23/08,f,DD04945,DD01285,DD00048,DD01285
2/15/68,m,DD04946,DD12058,NA,NA
10/13/08,m,DD04947,DD01118,DD02351,DD01118
9/30/08,f,DD04948,DD01780,DD01252,DD01780
9/22/08,m,DD04949,DD05211,DD02359,DD05211
9/13/08,f,DD04950,DD04747,DD03548,DD04747
9/24/08,f,DD04951,DD12265,DD03548,DD12265
9/30/08,f,DD04952,DD00140,DD04772,DD00140
10/15/08,f,DD04953,DD02327,DD01306,DD02327
2010-04-08,f,DD04954,DD00645,DD01717,DD00645
2010-08-08,f,DD04955,DD01870,DD01682,DD01870
10/22/08,m,DD04956,DD03434,DD02377,DD03434
2/10/68,m,DD04957,DD12042,NA,NA
2010-08-09,m,DD04958,DD03486,DD01867,DD03486
2001-05-10,m,DD04959,DD00584,DD01194,DD00584
2011-05-09,m,DD04960,DD03634,DD03548,DD03634
2010-12-09,m,DD04961,DD02844,DD02358,DD02844
2/22/10,f,DD04962,DD12265,DD04732,DD12265
10/20/09,m,DD04963,DD02542,DD03436,DD02542
12/15/09,f,DD04964,DD05388,DD01095,DD05388
2009-06-09,m,DD04965,DD05266,DD03436,DD05266
2012-11-09,f,DD04966,DD01123,DD05296,DD01123
9/21/09,f,DD04967,DD04690,DD05296,DD04690
4/19/68,f,DD04968,DD10969,NA,NA
9/23/09,f,DD04969,DD05177,DD04839,DD05177
10/23/09,m,DD04970,DD05420,DD02356,DD05420
2009-02-09,f,DD04971,DD01376,DD03670,DD01376
9/18/09,m,DD04972,DD03016,DD02255,DD03016
11/13/09,m,DD04973,DD11474,DD01248,DD11474
2010-01-09,m,DD04974,DD03552,DD01682,DD03552
9/26/09,f,DD04975,DD03433,DD05206,DD03433
9/26/09,m,DD04976,DD01336,DD00073,DD01336
2012-10-09,f,DD04977,DD03106,DD01867,DD03106
8/26/09,f,DD04978,DD04651,DD04732,DD04651
5/17/68,f,DD04979,DD12203,NA,NA
9/27/10,m,DD04980,DD04247,DD04072,DD04247
2010-02-10,m,DD04981,DD03733,DD00659,DD03733
9/20/10,m,DD04982,DD03164,DD05463,DD03164
9/27/10,f,DD04983,DD02930,DD05444,DD02930
9/25/10,f,DD04984,DD04225,DD00201,DD04225
11/21/10,f,DD04985,DD01930,DD02938,DD01930
10/24/10,m,DD04986,DD04227,DD02390,DD04227
2010-05-10,f,DD04987,DD01128,DD05206,DD01128
12/29/10,m,DD04988,DD03031,DD00083,DD03031
10/18/10,m,DD04989,DD05181,DD01690,DD05181
3/1/68,f,DD04990,DD12056,NA,NA
9/23/10,f,DD04991,DD02995,DD03026,DD02995
2009-01-10,f,DD04992,DD00317,DD01689,DD00317
10/25/10,m,DD04993,DD03495,DD05463,DD03495
9/27/10,f,DD04994,DD00610,DD05296,DD00610
2010-09-10,f,DD04995,DD00314,DD01309,DD00314
2010-05-10,m,DD04996,DD01971,DD00147,DD01971
2010-05-10,m,DD04997,DD00839,DD04581,DD00839
2012-04-10,f,DD04998,DD00772,DD01309,DD00772
2010-06-10,f,DD04999,DD01895,DD01968,DD01895
10/13/10,m,DD05000,DD12169,DD02380,DD12169
2010-01-11,f,DD05001,DD01412,DD04076,DD01412
8/17/11,m,DD05002,DD02558,DD01160,DD02558
8/24/11,f,DD05003,DD01854,DD00789,DD01854
8/13/11,f,DD05004,DD04659,DD04839,DD04659
2009-08-11,f,DD05005,DD04658,DD04839,DD04658
2009-07-11,m,DD05006,DD01390,DD04076,DD01390
2010-03-11,f,DD05007,DD02554,DD00617,DD02554
2009-04-11,f,DD05008,DD04190,DD05296,DD04190
9/30/11,f,DD05009,DD00302,DD01839,DD00302
10/24/11,m,DD05010,DD05478,DD04879,DD05478
3/8/68,m,DD05011,DD12055,NA,NA
9/20/11,f,DD05012,DD00107,DD02543,DD00107
2010-04-11,f,DD05013,DD00815,DD02543,DD00815
10/16/11,m,DD05014,DD11764,DD05413,DD11764
10/24/11,f,DD05015,DD00695,DD00632,DD00695
2008-11-11,f,DD05016,DD04135,DD00316,DD04135
8/17/11,m,DD05017,DD04883,DD00647,DD04883
8/22/11,f,DD05018,DD04640,DD00817,DD04640
2009-08-11,f,DD05019,DD00345,DD05455,DD00345
10/16/11,f,DD05020,DD00796,DD02453,DD00796
12/22/11,f,DD05021,DD04256,DD00136,DD04256
10/15/12,m,DD05022,DD00652,DD03464,DD00652
9/15/12,m,DD05023,DD04618,DD01418,DD04618
8/26/12,f,DD05024,DD03736,DD01839,DD03736
8/23/12,f,DD05025,DD02022,DD05392,DD02022
7/30/12,m,DD05026,DD00852,DD00799,DD00852
2009-05-12,m,DD05027,DD04190,DD05302,DD04190
10/27/12,m,DD05028,DD05193,DD03140,DD05193
8/26/12,m,DD05029,DD02883,DD02390,DD02883
2010-08-12,m,DD05030,DD01102,DD02356,DD01102
8/14/12,f,DD05031,DD02586,DD01306,DD02586
3/11/68,f,DD05032,DD11119,NA,NA
9/13/12,f,DD05033,DD03004,DD05290,DD03004
9/19/12,m,DD05034,DD04651,DD01252,DD04651
10/17/12,f,DD05035,DD00302,DD00647,DD00302
9/22/12,f,DD05036,DD03731,DD00316,DD03731
2009-08-12,f,DD05037,DD02568,DD01839,DD02568
9/13/12,m,DD05038,DD02576,DD00759,DD02576
9/15/12,m,DD05039,DD00730,DD00842,DD00730
9/15/12,m,DD05040,DD01969,DD03740,DD01969
9/24/12,f,DD05041,DD03149,DD03717,DD03149
2009-08-12,f,DD05042,DD03106,DD05344,DD03106
1/30/68,f,DD05043,DD10839,NA,NA
8/19/13,m,DD05044,DD00385,DD01406,DD00385
8/21/13,m,DD05045,DD00297,DD05302,DD00297
2009-06-13,m,DD05046,DD04299,DD05422,DD04299
8/27/13,f,DD05047,DD04658,DD00327,DD04658
8/31/13,m,DD05048,DD02554,DD04897,DD02554
9/29/13,m,DD05049,DD03810,DD00848,DD03810
9/23/13,f,DD05050,DD02884,DD03718,DD02884
2010-01-13,f,DD05051,DD01930,DD05360,DD01930
8/20/13,m,DD05052,DD00326,DD04896,DD00326
10/19/13,m,DD05053,DD04296,DD02390,DD04296
3/1/68,f,DD05054,DD11884,NA,NA
9/23/13,m,DD05055,DD00383,DD02358,DD00383
8/19/13,m,DD05056,DD04308,DD05502,DD04308
8/14/13,m,DD05057,DD02008,DD05487,DD02008
2010-01-13,f,DD05058,DD00348,DD03464,DD00348
8/21/13,m,DD05059,DD00658,DD05206,DD00658
10/29/13,f,DD05060,DD02885,DD03464,DD02885
8/21/13,m,DD05061,DD04748,DD00830,DD04748
2009-10-13,f,DD05062,DD03179,DD01442,DD03179
8/18/13,f,DD05063,DD05180,DD03758,DD05180
8/22/13,m,DD05064,DD00026,DD04107,DD00026
4/21/68,m,DD05065,DD10843,NA,NA
9/24/14,f,DD05066,DD02558,DD01248,DD02558
8/14/14,f,DD05067,DD01430,DD01416,DD01430
8/25/14,m,DD05068,DD02641,DD03722,DD02641
2008-10-14,f,DD05069,DD04225,DD05391,DD03223
2009-06-14,m,DD05070,DD04298,DD04912,DD04298
2001-08-15,f,DD05071,DD03153,DD05302,DD03153
2010-07-14,m,DD05072,DD04296,DD00583,DD04296
8/26/14,m,DD05073,DD01251,DD00741,DD01251
8/26/14,m,DD05074,DD02066,DD01248,DD02066
8/18/14,m,DD05075,DD03207,DD05392,DD03207
2/25/68,m,DD05076,DD12224,NA,NA
2010-12-14,m,DD05077,DD00876,DD02616,DD00876
2009-12-14,f,DD05078,DD01870,DD01982,DD01870
8/20/14,f,DD05079,DD02852,DD02331,DD02852
8/19/14,f,DD05080,DD01400,DD05504,DD01400
2010-09-14,f,DD05081,DD02995,DD04198,DD02995
2007-09-14,m,DD05082,DD03745,DD04108,DD03745
8/31/14,m,DD05083,DD05272,DD03722,DD05272
8/25/14,f,DD05084,DD00324,DD05296,DD00324
2009-02-14,f,DD05085,DD00796,DD02616,DD00796
8/22/14,f,DD05086,DD05177,DD04896,DD05177
3/13/68,m,DD05087,DD12382,NA,NA
2008-12-14,m,DD05088,DD02039,DD03177,DD02039
8/20/14,f,DD05089,DD01423,DD05362,DD01423
8/18/14,m,DD05090,DD00326,DD00850,DD00326
2008-12-14,f,DD05091,DD03806,DD00850,DD03806
7/15/14,f,DD05092,DD04780,DD00325,DD04780
8/19/14,m,DD05093,DD04404,DD04217,DD04404
8/19/14,f,DD05094,DD03004,DD00316,DD03004
8/19/14,m,DD05095,DD02013,DD04888,DD02013
9/16/14,f,DD05096,DD03245,DD02616,DD03245
2008-10-14,f,DD05097,DD04256,DD03172,DD04256
4/14/68,f,DD05098,DD10842,NA,NA
2009-08-15,m,DD05099,DD00888,DD04623,DD00888
7/15/15,f,DD05100,DD01469,DD03464,DD01469
2009-03-15,m,DD05101,DD01447,DD02591,DD01447
2008-05-15,m,DD05102,DD00026,DD02570,DD00026
9/23/15,m,DD05103,DD03276,DD03177,DD03276
9/20/15,m,DD05104,DD01448,DD04879,DD01448
2010-10-15,m,DD05105,DD02885,DD00759,DD02885
11/20/15,m,DD05106,DD00905,DD03177,DD00905
2008-12-15,m,DD05107,DD00859,DD00341,DD00859
2008-07-15,m,DD05108,DD03254,DD01750,DD03254
7/24/15,f,DD05109,DD03434,DD04198,DD03434
2008-03-15,f,DD05110,DD05494,DD03758,DD05494
8/24/15,f,DD05111,DD01435,DD01411,DD01435
8/13/15,f,DD05112,DD01458,DD05512,DD01458
11/20/15,f,DD05113,DD04256,DD03758,DD04256
5/30/15,f,DD05114,DD03201,DD00376,DD03201
7/29/15,m,DD05115,DD05266,DD05542,DD05266
2008-03-15,f,DD05116,DD00808,DD00346,DD00808
8/20/15,f,DD05117,DD01969,DD05516,DD01969
8/24/15,f,DD05118,DD01999,DD05484,DD01999
3/21/68,f,DD05119,DD12235,NA,NA
2007-06-17,m,DD05120,DD05536,DD00900,DD05536
2007-04-17,f,DD05121,DD03859,DD03804,DD03859
6/24/16,m,DD05122,DD03806,DD01467,DD03806
2008-08-16,m,DD05123,DD00383,DD02390,DD00383
2007-04-16,m,DD05124,DD03231,DD02616,DD03231
7/14/17,m,DD05125,DD01380,DD02084,DD01380
7/13/17,m,DD05126,DD00908,DD02084,DD00908
7/20/16,m,DD05127,DD00919,DD04381,DD00919
2006-04-17,m,DD05128,DD01996,DD04303,DD01996
7/18/17,f,DD05129,DD01412,DD01519,DD01412
3/7/68,m,DD05130,DD12234,NA,NA
2007-10-17,f,DD05131,DD04923,DD01467,DD04923
6/26/16,m,DD05132,DD03223,DD02295,DD03223
7/18/17,f,DD05133,DD04977,DD05487,DD04977
7/25/16,f,DD05134,DD00384,DD01406,DD00384
6/29/16,m,DD05135,DD04410,DD02076,DD04410
7/18/17,m,DD05136,DD04425,DD05554,DD04425
8/26/16,m,DD05137,DD03720,DD05516,DD03720
2009-01-16,m,DD05138,DD04875,DD04947,DD04875
8/19/16,f,DD05139,DD04925,DD05554,DD04925
2007-07-17,m,DD05140,DD02622,DD02053,DD02622
3/23/68,f,DD05141,DD11253,NA,NA
2007-03-17,f,DD05142,DD02589,DD03297,DD02589
2007-09-17,f,DD05143,DD02636,DD02674,DD02636
7/26/17,f,DD05144,DD03866,DD05542,DD03866
2007-06-17,f,DD05145,DD01538,DD05542,DD01538
7/13/16,m,DD05146,DD02024,DD01411,DD02024
2007-08-17,m,DD05147,DD01899,DD00413,DD01899
7/21/17,m,DD05148,DD01484,DD04949,DD01484
7/23/17,m,DD05149,DD04394,DD05516,DD04394
2008-05-17,f,DD05150,DD03701,DD04910,DD03701
7/17/16,f,DD05151,DD04345,DD05516,DD04345
3/20/58,m,DD05152,DD00030,NA,NA
3/19/78,m,DD05153,DD12074,NA,NA
4/2/78,m,DD05154,DD03532,NA,NA
4/17/78,f,DD05155,DD12234,NA,NA
4/11/78,m,DD05156,DD02860,NA,NA
3/21/78,m,DD05157,DD02456,NA,NA
2/23/78,m,DD05158,DD02833,NA,NA
3/26/78,m,DD05159,DD02834,NA,NA
4/19/78,m,DD05160,DD01669,NA,NA
3/13/78,f,DD05161,DD01348,NA,NA
3/2/78,f,DD05162,DD01698,NA,NA
11/23/92,m,DD05163,DD10919,DD06608,DD10919
11/16/93,m,DD05164,DD06890,DD06608,DD06890
3/3/94,m,DD05165,DD11852,DD11128,DD11852
1/31/95,f,DD05166,DD06546,DD06449,DD06546
1/25/96,m,DD05167,DD12004,NA,NA
2/12/96,f,DD05168,DD11331,DD06764,DD11331
1/7/97,f,DD05169,DD07047,DD11702,DD07047
12/3/97,m,DD05170,DD11452,DD12164,DD11452
1/5/98,f,DD05171,DD12351,DD07083,DD12351
12/18/98,f,DD05172,DD11476,DD11778,DD11476
2/26/99,m,DD05173,DD12115,DD06403,DD12115
1/3/00,m,DD05174,DD11711,DD11819,DD11711
2/23/00,m,DD05175,DD05306,DD11823,DD05306
12/5/00,m,DD05176,DD11756,DD01761,NA
2011-12-01,f,DD05177,DD01333,DD12270,DD01333
11/25/01,m,DD05178,DD01299,DD12346,NA
2012-10-02,f,DD05179,DD04241,DD02255,DD04241
11/15/03,f,DD05180,DD04277,DD04066,DD04277
12/13/03,f,DD05181,DD01830,DD03696,DD01830
2011-09-04,m,DD05182,DD02325,DD04276,DD02325
4/19/78,m,DD05183,DD03442,NA,NA
3/5/78,m,DD05184,DD05680,NA,NA
1/27/78,m,DD05185,DD02952,NA,NA
4/7/78,f,DD05186,DD02365,NA,NA
3/15/78,f,DD05187,DD03441,NA,NA
3/11/78,m,DD05188,DD06959,NA,NA
3/15/78,m,DD05189,DD02979,NA,NA
2/1/78,m,DD05190,DD03445,NA,NA
2/22/78,f,DD05191,DD03444,NA,NA
2/12/78,m,DD05192,DD03446,NA,NA
12/14/92,f,DD05193,DD11141,DD06549,DD11141
11/24/93,m,DD05194,DD11309,DD06549,DD11309
12/22/94,f,DD05195,DD11309,DD06549,DD11309
1/23/95,m,DD05196,DD11599,NA,DD11599
2/29/96,f,DD05197,DD06677,DD11503,DD06677
1/27/97,f,DD05198,DD11595,DD11441,DD11595
1/2/97,m,DD05199,DD11080,DD04051,DD11080
11/8/97,m,DD05200,DD05306,DD11017,DD05306
12/9/97,m,DD05201,DD12344,DD10872,DD12344
2/5/99,m,DD05202,DD11292,DD11823,DD11292
11/19/98,f,DD05203,DD01763,DD12141,DD01763
12/17/99,m,DD05204,DD11938,DD01732,DD11938
11/11/99,m,DD05205,DD11458,DD11794,DD11458
12/14/00,m,DD05206,DD11999,DD04209,DD11999
2011-05-01,m,DD05207,DD12126,DD12037,DD12126
3/15/02,f,DD05208,DD04241,DD04274,DD04241
2001-01-03,m,DD05209,DD00693,DD01245,DD00693
2011-07-03,m,DD05210,DD00078,DD12141,DD00078
2012-08-03,f,DD05211,DD03630,DD00659,DD03630
2010-03-04,m,DD05212,DD01336,DD00073,DD01336
4/14/78,m,DD05213,DD03008,NA,NA
2/15/78,m,DD05214,DD02518,NA,NA
2/1/78,m,DD05215,DD03412,NA,NA
4/12/78,f,DD05216,DD02280,NA,NA
2/4/78,m,DD05217,DD01728,NA,NA
3/10/78,m,DD05218,DD01876,NA,NA
1/26/78,m,DD05219,DD05528,NA,NA
3/9/78,f,DD05220,DD03474,NA,NA
1/29/78,m,DD05221,DD06847,NA,NA
5/3/78,f,DD05222,DD04408,NA,NA
1/25/93,m,DD05223,DD11077,DD06608,DD11077
11/28/93,m,DD05224,DD11518,DD03591,DD11518
1/17/95,f,DD05225,DD11079,NA,NA
12/28/94,f,DD05226,DD10988,DD06483,DD10988
2/13/96,m,DD05227,DD11938,DD07939,DD11938
2/27/97,f,DD05228,DD11790,DD11192,DD11790
11/25/96,m,DD05229,DD12169,DD01177,DD12169
1/18/98,m,DD05230,DD11074,DD12095,DD11074
1/5/98,m,DD05231,DD11079,DD11430,DD11079
12/5/98,f,DD05232,DD10945,DD12251,DD10945
11/29/98,m,DD05233,DD12330,DD07083,DD12330
12/28/99,m,DD05234,DD02927,DD02524,DD02927
11/18/99,m,DD05235,DD12138,DD12185,DD12138
12/9/00,f,DD05236,DD03660,DD12181,DD03660
11/17/01,m,DD05237,DD12096,DD12037,DD12096
11/23/01,m,DD05238,DD05253,NA,DD05253
12/23/02,m,DD05239,DD01731,DD11702,DD01731
1/26/04,f,DD05240,DD00679,DD00571,DD00679
2011-10-03,m,DD05241,DD01676,DD03450,DD01676
11/14/04,f,DD05242,DD03634,DD00671,DD03634
3/5/78,f,DD05243,DD02856,NA,NA
3/27/78,f,DD05244,DD01354,NA,NA
3/30/78,f,DD05245,DD01691,NA,NA
5/17/78,m,DD05246,DD02251,NA,NA
6/11/78,m,DD05247,DD02829,NA,NA
2/12/78,m,DD05248,DD02370,NA,NA
4/20/78,f,DD05249,DD02981,NA,NA
6/4/78,f,DD05250,DD02864,NA,NA
5/7/78,m,DD05251,DD02342,NA,NA
4/10/78,f,DD05252,DD02863,NA,NA
3/12/93,f,DD05253,DD06140,DD09253,DD06140
1/1/94,f,DD05254,DD06666,DD04026,DD06666
12/8/94,m,DD05255,DD11327,DD11078,DD11327
2/6/95,f,DD05256,DD12023,DD11078,DD12023
2/24/96,f,DD05257,DD06818,DD11735,DD11790
2/17/97,m,DD05258,DD11210,DD11441,DD11210
12/27/96,m,DD05259,DD12307,DD09790,DD12307
2/9/98,f,DD05260,DD02285,DD11857,DD02285
1/22/98,f,DD05261,DD11756,DD11794,NA
1/6/99,m,DD05262,DD04580,DD12181,DD04580
1/19/99,m,DD05263,DD12114,DD06665,DD12114
